X,Y,OBJECTID,OwnerName,BusinessName,Address,Suite,City,State,Zip,PhoneNumber,BusinessType
3685685.18010205,534303.235971227,467340,"TWO HOT CHICKS AND TWO GUYS, LLC",GRANDE KREWE,511 MARIGNY ST,,NEW ORLEANS,LA,70117,,"1110 - BEER, WINE & LIQUOR STORES"
3677558.27247138,527277.501663148,467341,GUSTE HOMES RESIDENT MANAGEMENT CORPORATION,GUSTE HOMES RESIDENT MANAGEMENT CORPORATION,1301 SIMON BOLIVAR AVE,,NEW ORLEANS,LA,70113,,1106 - GROCERY (EXC CONVENIENCE) STORES
3667529.20985238,518668.862712473,467342,"MATHERNE JR, MARVIN",GUY'S FOOD STORE,5259 MAGAZINE ST,,NEW ORLEANS,LA,70115-1851,504-891-5025,1101 - CONVENIENCE STORES
3706107.79050347,564970.897732899,467343,HABIBI GROCERY L.L.C.,HABIBI GROCERY,9530 HAYNE BLVD,,NEW ORLEANS,LA,70127,504-220-8250,1101 - CONVENIENCE STORES
3678099.12604848,547282.877334729,467344,HANDY DISCOUNT INC,HANDY DISCOUNT,4101 JUMONVILLE ST,,NEW ORLEANS,LA,70122,504-282-9667,1106 - GROCERY (EXC CONVENIENCE) STORES
3687341.67613289,536370.803030312,467345,"YOUSEF ODEH, LLC",HANK'S SEAFOOD & SUPERMARKET,2634 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-247-3731,1101 - CONVENIENCE STORES
3686783.64017546,552326.674989894,467346,MARAH LLC,HAPPY DISCOUNT,5301 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3696029.28933506,560347.606126472,467347,ASEL INC,HAYNE SUPERMARKET,6318 HAYNE BLVD,,NEW ORLEANS,LA,70126,504-244-9739,1106 - GROCERY (EXC CONVENIENCE) STORES
3671388.99281523,532569.763388306,467348,"HUEY LONG FOODS, LLC","HUEY LONG FOODS, LLC",4333 EUPHROSINE ST,,NEW ORLEANS,LA,70125,,"1111 - SPECIALTY FOOD STORES, ALL OTHER"
3674976.47875047,534503.17356348,467349,250 S BROAD INC,IDEAL DISCOUNT SUPERMARKET,250 S BROAD ST,,NEW ORLEANS,LA,70119,504-822-4232,1106 - GROCERY (EXC CONVENIENCE) STORES
3678432.2625213,537453.104671478,467350,KAKI INC,IDEAL SUPER MARKET,2436 URSULINES AVE,,NEW ORLEANS,LA,70119,504-821-9339,1106 - GROCERY (EXC CONVENIENCE) STORES
3674419.56024489,532631.612345979,467351,"MILAND SEAFOOD, INC",INLAND SEAFOOD,2527 PERDIDO ST,,NEW ORLEANS,LA,70119,504-821-4500,0135 - FISH & SEAFOOD WHLSRS
3664452.5030793,534742.445066556,467352,"ABJ & R GROCERY,LLC",J & P SUPERETTE,2941 EAGLE ST,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES
3684458.64876246,533476.916757733,467353,"KIM, YOUNG DUK",J C DELI,65 FRENCH MARKET PL,,NEW ORLEANS,LA,70116,504-522-2961,1101 - CONVENIENCE STORES
3680750.40585089,535195.571784973,467354,LABAN FOOD INC,J C FOOD MARKET,1532 ST PHILIP ST,,NEW ORLEANS,LA,70116,504-221-8270,1101 - CONVENIENCE STORES
3674843.2834788,527380.645485729,467355,JACKSON FOOD STORE INC.,JACKSON FOOD STORE,2801 JACKSON AVE,,NEW ORLEANS,LA,70113,,1106 - GROCERY (EXC CONVENIENCE) STORES
3678954.35301255,522094.533026472,467356,"O D S, LLC",JEWEL'S FOOD STORE,2136 MAGAZINE ST,,NEW ORLEANS,LA,70130,504-524-9355,1101 - CONVENIENCE STORES
3674724.32735188,538482.805696055,467357,JOHN & MARY INC,JOHN & MARY FOOD STORE,3238 ORLEANS AVE,,NEW ORLEANS,LA,70119,504-482-1144,1101 - CONVENIENCE STORES
3660722.16966072,529557.079453066,467358,"AMEERA AB,LLC",JSK DISCOUNT,8539 OAK ST,STE #A,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES
3671537.51974913,526099.484662235,467359,K & T COMMUNITY INC.,K & T COMMUNITY,3733 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,504-822-8915,1101 - CONVENIENCE STORES
3672535.5676218,534579.271180317,467360,"K & T FOOD STORE, INC",K & T FOOD STORE,3204 TULANE AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3675726.63997981,527260.316986233,467361,GENGO MICHAEL A,KELLER MARKET FOOD STORE,1802 MAGNOLIA ST,,NEW ORLEANS,LA,70113,504-523-8648,1101 - CONVENIENCE STORES
3672719.42814647,524796.087006554,467362,MAZIN INC,KEY FOOD STORE,2600 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-897-6514,1101 - CONVENIENCE STORES
3678099.12604848,547282.877334729,467363,IZO LLC,KING FOOD STORE,4101 JUMONVILLE ST,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES
3711375.19565105,564974.300941318,467364,"ND GROUP ENTERPRISES, IN",KWIK PIK,11040 MORRISON RD,,NEW ORLEANS,LA,70127,504-606-2833,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467365,ATILANO LOPEZ LUIS,LA FAVORITA MARKET,3640 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,504-217-1184,1101 - CONVENIENCE STORES
3706110.30985539,556875.952964813,467366,LA FOOD INC,LA FOOD,5200 CROWDER BLVD,,NEW ORLEANS,LA,70127,504-638-1350,1101 - CONVENIENCE STORES
3681973.35419239,528564.887211725,467367,"LAFAYETTE MINI MART, LLC",LAFAYETTE MINI MART,322 LAFAYETTE ST,,NEW ORLEANS,LA,70130,504-522-1710,1101 - CONVENIENCE STORES
3666845.50715156,556677.813269228,467368,"LAKESHORE MARINE & FUEL, LLC","LAKESHORE MARINE & FUEL, LLC",7840 LAKESHORE DR,,NEW ORLEANS,LA,70124,504-723-3717,1101 - CONVENIENCE STORES
3669481.99662922,549397.514837727,467369,"HARRISON FRESH MARKET, LLC",LAKEVIEW GROCERY,801 HARRISON AVE,,NEW ORLEANS,LA,70124,504-207-0162,1106 - GROCERY (EXC CONVENIENCE) STORES
3665711.78960271,549674.844007477,467370,"TWO-O-SEVEN, LLC",LAKEVIEW MINI MART,207 W HARRISON AVE,,NEW ORLEANS,LA,70124,504-872-0522,1101 - CONVENIENCE STORES
3683060.0721633,536841.06061998,467371,"CANGELOSI JR, LAWRENCE",LARRY & LARRY GROCERY,1340 ANNETTE ST,,NEW ORLEANS,LA,70116,,1101 - CONVENIENCE STORES
3725153.71336955,559935.943563983,467372,"LATINOS MARKET, LLC",LATINOS MARKET,13235 CHEF MENTEUR HWY,STE D2,NEW ORLEANS,LA,70129,,1106 - GROCERY (EXC CONVENIENCE) STORES
3690409.50693947,527790.225375235,467373,LAWSONS GROCERY & DELI  INC,LAWSON'S GROCERY & DELI,1625 NEWTON ST,,NEW ORLEANS,LA,70114-2604,504-368-4958,1101 - CONVENIENCE STORES
3687439.58407356,537598.566978976,467374,LB SAINTS FOOD STORE CORP.,LB SAINTS FOOD STORE,2601 N VILLERE ST,,NEW ORLEANS,LA,70117,504-945-7799,1101 - CONVENIENCE STORES
3691982.86763789,545117.838029638,467375,SHAED LLC,LOUISA MINI MART,3423 LOUISA ST,,NEW ORLEANS,LA,70126,504-392-5513,1101 - CONVENIENCE STORES
3673306.30197272,523450.196325645,467376,LOUISIANA MEAT LLC,LOUISIANA MEAT MARKET,2136 LOUISIANA AVE,,NEW ORLEANS,LA,70115,504-259-3651,1101 - CONVENIENCE STORES
3695935.6507428,553239.273558393,467377,SOUL'S SEAFOOD LLC,LOUISIANA PRIDE SEAFOOD,4418 DOWNMAN RD,,NEW ORLEANS,LA,70126,504-248-7522,1104 - FISH & SEAFOOD MARKETS
3674144.72221188,521863.145365894,467378,"AMERA,INC",LOUISIANA SUPER SAVER,1641 LOUISIANA AVE,A,NEW ORLEANS,LA,70115,504-891-6670,1106 - GROCERY (EXC CONVENIENCE) STORES
3679785.58494589,545097.025407225,467379,TIEN VIET VU,LUCY'S SUPERMARKET,3443 PARIS AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES
3730523.24987455,562528.929847807,467380,THU HUONG INC,LY'S SUPERMARKET,14401 PELTIER DR,130,NEW ORLEANS,LA,70129,504-254-4380,1101 - CONVENIENCE STORES
3666212.96609381,520853.42658481,467381,M LANGENSTEIN & SONS INC,M LANGENSTEIN & SONS INC,1330 ARABELLA ST,,NEW ORLEANS,LA,70115-4205,504-899-5001,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3664271.76918881,519258.995718569,467382,BIRDIES MAGAZINE,M M A NEW ORLEANS LLC,6050 MAGAZINE ST,,NEW ORLEANS,LA,70118,,1101 - CONVENIENCE STORES
3679516.00576064,522534.312658727,467383,BAO CORP,MAGAZINE DISCOUNT MARKET,2000 MAGAZINE ST,,NEW ORLEANS,LA,70130-5018,504-348-7617,1101 - CONVENIENCE STORES
3677235.01622814,537508.57765764,467384,FRANK'S DISCOUNT LLC,MAGNOLIA MEAT MARKET,900 N BROAD ST,,NEW ORLEANS,LA,70119,504-827-1281,1106 - GROCERY (EXC CONVENIENCE) STORES
3675156.53646122,526828.62165539,467385,"JAOUMARI, INC",MAGNOLIA SUPERMARKET,2201 MAGNOLIA ST,,NEW ORLEANS,LA,70113,504-523-0017,1101 - CONVENIENCE STORES
3700250.90425138,534945.452534556,467386,ALZARA INC,MAGNOLIA SUPERMARKET,6100 N CLAIBORNE AVE,,NEW ORLEANS,LA,70117,504-628-6781,1101 - CONVENIENCE STORES
3692373.06764488,535323.702434227,467387,"ALLADDIN ENTERPRISES, INC.",MAGNOLIA SUPERMARKET # 3,4131 ST CLAUDE AVE,,NEW ORLEANS,LA,70117-5336,504-948-2224,1101 - CONVENIENCE STORES
3688094.67068988,540966.492329732,467388,VIEN MAN INC,MAMA'S COOKING,2722 N TONTI ST,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES
3681257.33036196,536751.222873151,467389,TSY CORPORATION,MAN CHU FOOD STORE & CHINESE  FOOD,1413 N CLAIBORNE AVE,,NEW ORLEANS,LA,70116,504-947-5507,1101 - CONVENIENCE STORES
3672520.69691664,521833.182171226,467390,"DAVID Y. MARTIN JR., LLC",MARTIN WINE CELLAR,3827 BARONNE ST,,NEW ORLEANS,LA,70115,504-897-0191,1101 - CONVENIENCE STORES
3682652.03689013,533819.562397897,467391,TEN-O-ONE CORPORATION,MATASSA'S MARKET,1001 DAUPHINE ST,,NEW ORLEANS,LA,70116,504-412-8700,1101 - CONVENIENCE STORES
3725581.68921964,560064.799605474,467392,VINA FOOD INC.,MATT'S GROCERY 2,4655 MICHOUD BLVD,,NEW ORLEANS,LA,70129,,1106 - GROCERY (EXC CONVENIENCE) STORES
3664020.07743497,533736.297144473,467393,"MCKENZIE FOOD STORE,INC",MCKENZIE FOOD STORE,8638 BELFAST ST,,NEW ORLEANS,LA,70118,504-866-4970,1106 - GROCERY (EXC CONVENIENCE) STORES
3680325.42999481,541174.547687888,467394,"MID CITY MARKET,L.L.C.",MID CITY MARKET,2526 ST BERNARD AVE,,NEW ORLEANS,LA,70119,504-324-9273,1104 - FISH & SEAFOOD MARKETS
3696646.56303489,520712.840251818,467395,"ZEGAR, INC",MIKE'S DISCOUNT 2,3600 MACARTHUR BLVD,B-2,NEW ORLEANS,LA,70114,504-368-1350,1101 - CONVENIENCE STORES
3691798.73283555,535416.856119305,467396,"NADA M, INC",MIKE'S FOOD MART,3935 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,225-573-4326,1101 - CONVENIENCE STORES
3691048.33374581,535451.381640807,467397,MMBS INC.,MIKE'S FOOD STORE,3708 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-390-7943,1106 - GROCERY (EXC CONVENIENCE) STORES
3730644.55835897,561932.833599061,467398,"H.A.T., INC",MINH CANH SUPERMARKET,4661 ALCEE FORTIER BLVD,C&D,NEW ORLEANS,LA,70129,,1101 - CONVENIENCE STORES
3715294.8403708,555685.816237479,467399,MINI MARKET LA CONSENTIDA LLC,MINI MARKET LA CONSENTIDA LLC,10715 CHEF MENTEUR HWY,STE A,NEW ORLEANS,LA,70127,,1101 - CONVENIENCE STORES
3682604.72038372,526606.404252067,467400,"N'AWLINS GOODS, LLC",N'AWLINS GOODS,901 CONVENTION CENTER BLVD,STE 114,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3702268.09673931,552208.165384397,467401,"QUYNH NGUYEN, INC.",NATAL'S SUPERMARKET,7342 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-362-3911,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467402,"XUAN TUYEN, INC",NEIGHBORHOOD DISCOUNT SUPERMARKET,3222 BARONNE ST,,NEW ORLEANS,LA,70115,504-899-4954,1101 - CONVENIENCE STORES
3681597.76373622,529690.582794979,467403,"NESBIT'S MAGAZINE STREET MARKET, LLC",NESBIT'S MAGAZINE STREET MARKET,301 MAGAZINE ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3681904.37171881,527685.356162399,467404,"NESBIT'S JULIA ST MARKET,LLC",NESBITS JULIA ST MARKET,333 JULIA ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3680094.40486631,532437.826972395,467405,NEW IMAGE SUPERMARKET IN,NEW IMAGE MARKET,1216 BIENVILLE ST,,NEW ORLEANS,LA,70112,,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467406,NEW ORLEANS FISH HOUSECO,NEW ORLEANS FISH HOUSE,P.O BOX 4126,,NEW ORLEANS,LA,70178,504-821-9700,0135 - FISH & SEAFOOD WHLSRS
3678691.81679222,530187.70942539,467407,NEW ORLEANS FISH HOUSE L,NEW ORLEANS FISH HOUSE LLC,921  DUPRE ST,,NEW ORLEANS,LA,70125,504-821-9700,0135 - FISH & SEAFOOD WHLSRS
3678691.81679222,530187.70942539,467408,"NEW ORLEANS FOOD CO-OP,INC",NEW ORLEANS FOOD CO-OP,2372 ST. CLAUDE AVENUE,STE. 110,NEW ORLEANS,LA,70117,504-324-6849,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3662655.33311722,534324.765127644,467409,NEW ORLEANS SAUSAGE COMPANY,NEW ORLEANS SAUSAGE COMPANY,2525 HAMILTON ST,,NEW ORLEANS,LA,70118,,1103 - MEAT MARKETS
3690275.31068555,527917.667049482,467410,"KHP,LLC",NEWTON CORNER MART,1600 NEWTON ST,,NEW ORLEANS,LA,70114,,1106 - GROCERY (EXC CONVENIENCE) STORES
3689673.58157405,527937.177509144,467411,LIEM & TEIN PARTNERSHIP,NEWTON DISCOUNT MARKET,1424 NEWTON ST,,NEW ORLEANS,LA,70114,504-368-3692,1101 - CONVENIENCE STORES
3675536.63215771,523200.872021139,467412,"NEXT DOOR GROCERY,LLC",NEXT DOOR GROCERY,2733 BARONNE ST,,NEW ORLEANS,LA,70113,,1101 - CONVENIENCE STORES
3677650.07970247,519851.578522891,467413,BACKUP JIC LLC,NICKS SUPERMARKET,746 WASHINGTON AVE,,NEW ORLEANS,LA,70130,,1106 - GROCERY (EXC CONVENIENCE) STORES
3691511.27934222,535294.323555976,467414,CUONG THAO INC,NIKKI FOOD STORE,3900 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-945-6655,1106 - GROCERY (EXC CONVENIENCE) STORES
3689993.37325731,522209.060356483,467415,"NOLA DISCOUNT, INC",NOLA DISCOUNT FOOD STORE,2204 L B LANDRY AVE,,NEW ORLEANS,LA,70114,,1101 - CONVENIENCE STORES
3690095.66603172,527925.042362809,467416,"XUAN HUY,LLC",NOLA FOOD MART,943 WHITNEY AVE,,NEW ORLEANS,LA,70114,985-856-6088,1101 - CONVENIENCE STORES
3681291.44873205,530715.989536807,467417,NOLA STYLE ENTERPRISE LLC,NOLA STYLE DE VIE,635 CANAL ST,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3678264.10275264,529944.881170899,467418,"NOLA SUNDRY, LLC",NOLA SUNDRY,1450 POYDRAS ST,STE 120,NEW ORLEANS,LA,70112,504-667-6932,1101 - CONVENIENCE STORES
3699522.27217847,533245.498585388,467419,M & J FOOD STORE INC,NOLA VILLAGE MARKET,6100 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,504-377-0670,1106 - GROCERY (EXC CONVENIENCE) STORES
3680237.8219023,541758.590811148,467420,"AAA BUI,INC",NORTH BROAD SUPERMARKET,1901 N BROAD ST,,NEW ORLEANS,LA,70119,504-945-7369,1106 - GROCERY (EXC CONVENIENCE) STORES
3715492.88656263,564500.703463316,467421,NS DISCOUNT EXPRESS LLC,NS DISCOUNT EXPRESS,6041 BULLARD AVE,,NEW ORLEANS,LA,70128,,1101 - CONVENIENCE STORES
3665208.15773597,536079.7153579,467422,OLIVE STOP LLC,OLIVE STOP,8841 OLIVE ST,,NEW ORLEANS,LA,70118,,1101 - CONVENIENCE STORES
3668874.16680814,538987.448387563,467423,OLYMPIA FOOD STORE INC,OLYMPIA FOOD STORE INC,301 S OLYMPIA ST,,NEW ORLEANS,LA,70119,504-231-4883,1106 - GROCERY (EXC CONVENIENCE) STORES
3682462.07303122,529842.942726478,467424,OMNI LLC,OMNI LLC,333 CANAL ST,STE 333,NEW ORLEANS,LA,70130,814-521-9012,1101 - CONVENIENCE STORES
3687118.65525347,529041.506337225,467425,"OPELOUSAS POINT SUPERMARKET, INC",OPELOUSAS POINT SUPERMARKET,601 OPELOUSAS AVE,,NEW ORLEANS,LA,70114,,1101 - CONVENIENCE STORES
3676747.53524771,537213.05134581,467426,ORLEANS CENTER MARKET LLC,ORLEANS CENTER MARKET,2707 ORLEANS AVE,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3677919.49484605,534972.447887391,467427,OVERFLOW MARKET & CAFE,OVERFLOW MARKET & CAFE,432 N GALVEZ ST,,NEW ORLEANS,LA,70116,,1106 - GROCERY (EXC CONVENIENCE) STORES
3681223.9459143,533016.809410229,467428,P & J OYSTER CO,P & J OYSTER CO,1039 TOULOUSE ST,,NEW ORLEANS,LA,70112,504-523-2651,0135 - FISH & SEAFOOD WHLSRS
3720228.10839139,552556.804450899,467429,"ROYAL PALACE INVESTMENTS,LLC",PALACE TRUCK STOP & CASINO,12170 OLD GENTILLY RD,,NEW ORLEANS,LA,70129,,1101 - CONVENIENCE STORES
3673132.63335681,535195.181693897,467430,"SAINT GEORGE,LLC",PARAISO GROCERY,3128 BANKS ST,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3679691.82332239,533586.695409566,467431,"PIAZZA SR, VINCENT",PAUL PIAZZA & SON INC,1552 ST LOUIS ST,,NEW ORLEANS,LA,70112,504-524-6011,0135 - FISH & SEAFOOD WHLSRS
3681425.4277948,526497.902500555,467432,POEYFARRE MARKET LLC,POEYFARRE MARKET,925 POEYFARRE ST,,NEW ORLEANS,LA,70130,504-522-5252,1101 - CONVENIENCE STORES
3783605.03347455,602379.61097306,467433,POMES CHRIS             POMES BERTRAND,POMES SEAFOOD,26064 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70129,504-662-5026,0135 - FISH & SEAFOOD WHLSRS
3690864.94008371,539566.557465568,467434,POPPA ENTERPRISES,POPPA'S SEAFOOD & DELI,3311 N GALVEZ ST,,NEW ORLEANS,LA,70117,504-947-3373,1104 - FISH & SEAFOOD MARKETS
3676960.99446647,526873.093023151,467435,PROJECT FOOD STORE      #2 INC,PROJECT FOOD STORE #2,2238 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70113,504-586-1762,1101 - CONVENIENCE STORES
3673359.58828346,520522.643781811,467436,"PRYTANIA MART,LLC",PRYTANIA MART,3636 PRYTANIA ST,,NEW ORLEANS,LA,70115,,1101 - CONVENIENCE STORES
3682124.97232747,533646.063729137,467437,ROSEMARY & TRANG INC,QUARTER GROCERY & DELI,836 BURGUNDY ST,,NEW ORLEANS,LA,70116,504-529-2702,1101 - CONVENIENCE STORES
3685825.7713563,536481.708976477,467438,"ALL ABOUT CONVENIENCE, LLC",QUICK STOP SHOP,2301 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1101 - CONVENIENCE STORES
3687733.14483814,538225.755029067,467439,"AMEER, LLC",QUICKIES DISCOUNT,1535 FRANKLIN AVE,,NEW ORLEANS,LA,70117,504-259-3655,1101 - CONVENIENCE STORES
3669287.83724064,518692.450263724,467440,RAINBOW MAGAZINE LLC,RAINBOW GROCERY,4837 MAGAZINE ST,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES
3674984.8579988,541532.608651564,467441,"RC FOUNTAIN SERVICES OF LOUISIANA, INC.",RC FOUNTAIN SERVICES OF LOUISIANA,3443 ESPLANADE AVE,134,NEW ORLEANS,LA,70119,504-822-2250,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3708767.5561813,563416.610159054,467442,TBN SEAFOOD CORPORATION,READ SEAFOOD,7340 READ BLVD,,NEW ORLEANS,LA,70127,504-377-8892,1101 - CONVENIENCE STORES
3678691.81679222,530187.70942539,467443,LINA GROCERY INC,READ SUPERMARKET,7045 READ BLVD,A,NEW ORLEANS,LA,70127,504-244-0741,1101 - CONVENIENCE STORES
3675840.34808572,534610.603794813,467444,"JEETA,LLC",RED ZONE,2530  CANAL ST,,NEW ORLEANS,LA,70119,616-337-0247,1106 - GROCERY (EXC CONVENIENCE) STORES
3677985.52752239,524082.911595643,467445,"THUMBS UP RACE SEVEN, LLC.",RED ZONE I,2025 ST CHARLES AVE,,NEW ORLEANS,LA,70130,,1101 - CONVENIENCE STORES
3663678.64439081,535583.202571392,467446,REDBERRY'S HOT PLATES & PO BOYS,REDBERRY'S HOT PLATES & PO BOYS,9103 FIG ST,,NEW ORLEANS,LA,70118,504-264-0226,1101 - CONVENIENCE STORES
3672421.86181247,531191.868834391,467447,"RD AMERICA, LLC",RESTAURANT DEPOT,1111 S BROAD ST,,NEW ORLEANS,LA,70125,504-822-8881,"0138 - GROCERY & RELATED PRDCTS WHLSRS, OTH"
3682429.56423797,540943.517310068,467448,SUNSHINE DISCOUNT FOOD INC,RICHARD'S FOOD STORE,2001 N ROCHEBLAVE ST,,NEW ORLEANS,LA,70119,504-944-2891,1101 - CONVENIENCE STORES
3689959.75029305,531064.277226061,467449,A. B. & R. FINE FOODS LLC,RIVER FINE FOODS STORE,1403 PATTERSON ST,,NEW ORLEANS,LA,70114,504-362-4795,1101 - CONVENIENCE STORES
3685254.38535997,536237.784267485,467450,ST. CLAUDE FRESH MARKET LLC,ROBERT FRESH MARKET,2222 ST CLAUDE AVE,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES
3664841.76083097,531904.808353394,467451,CLAIBORNE FRESH MARKET LLC,ROBERT FRESH MARKET #124,8115 S CLAIBORNE AVE,,NEW ORLEANS,LA,70118,,1106 - GROCERY (EXC CONVENIENCE) STORES
3667486.31361271,555056.958571315,467452,M ROBERT ENTERPRISES INC,ROBERT FRESH MARKET(ROBT E LEE),135 ROBERT E LEE BLVD,,NEW ORLEANS,LA,70124,504-885-7005,1106 - GROCERY (EXC CONVENIENCE) STORES
3677193.91755705,535945.045351639,467453,ROCHEBLAVE FOOD STORE INC,ROCHEBLAVE FOOD STORE,601 N ROCHEBLAVE ST,,NEW ORLEANS,LA,70119,,1101 - CONVENIENCE STORES
3679665.86799371,528714.887567893,467454,"ROUSE'S ENTERPRISES, LLC.",ROUSE'S MARKET #46(CBD),701 BARONNE ST,,NEW ORLEANS,LA,70113,504-227-3838,1106 - GROCERY (EXC CONVENIENCE) STORES
3670785.29061055,517368.653698727,467455,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #26,4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,504-896-7910,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3670785.29061055,517368.653698727,467456,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #26(UPTOWN),4500 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70115,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3672315.02672431,539084.368141234,467457,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #29(CARROLLTON),400 N CARROLLTON AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3682535.92918272,532477.493887812,467458,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #30,701 ROYAL ST,,NEW ORLEANS,LA,70116,504-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3685596.64418988,557999.040613651,467459,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #35(GENTILLY),6600 FRANKLIN AVE,,NEW ORLEANS,LA,70122,,1106 - GROCERY (EXC CONVENIENCE) STORES
3698622.86813739,518977.850939646,467460,"ROUSE'S ENTERPRISES, LLC",ROUSES MARKET #36(DE GAULLE),4001 GENERAL DE GAULLE DR,,NEW ORLEANS,LA,70114,985-447-5998,1106 - GROCERY (EXC CONVENIENCE) STORES
3669522.96275464,524037.168904975,467461,ROUSES ENTERPRISES LLC,ROUSES MARKET #83,4645 FRERET ST,,NEW ORLEANS,LA,70115,,1106 - GROCERY (EXC CONVENIENCE) STORES
3680907.66767547,530296.154746562,467462,"LA 405 CHEN, LLC",S & K GIFT AND SNACKS,201 ST CHARLES AVE,#223,NEW ORLEANS,LA,70170,,1101 - CONVENIENCE STORES
3677446.70412497,538372.73997131,467463,S EXPRESS FOOD STORE LLC,S EXPRESS FOOD STORE,2703 URSULINES AVE,,NEW ORLEANS,LA,70119,,1106 - GROCERY (EXC CONVENIENCE) STORES
3705697.98128372,553095.81026265,467464,HALLA GROUP LLC.,SAM'S FOOD & LIQUOR,8201 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,504-610-7012,1106 - GROCERY (EXC CONVENIENCE) STORES
3705343.10075988,558784.365158483,467465,SAMI LLC,SAM'S MEAT MARKET,8426 I 10 E SERVICE RD,,NEW ORLEANS,LA,70127,,1103 - MEAT MARKETS
3670048.82817271,536218.878793478,467466,"SALOMON, ELGIN",SANDWICH SHOP,645 S PIERCE ST,,NEW ORLEANS,LA,70119,504-482-3295,1101 - CONVENIENCE STORES
3687877.38995647,539270.358254805,467467,"MORAN FOODS, LLC",SAVE A LOT #379-5324,1841 ALMONASTER AVE,,NEW ORLEANS,LA,70117,504-942-0897,1106 - GROCERY (EXC CONVENIENCE) STORES
3678840.78270164,549910.555478305,467468,"MORAN FOODS, LLC",SAVE A LOT - 463-4743,4726 PARIS AVE,,NEW ORLEANS,LA,70122,504-282-2966,1106 - GROCERY (EXC CONVENIENCE) STORES
3690762.13845205,539607.714207396,467469,"SAVERS, LLC",SAVERS,3233 N GALVEZ ST,,NEW ORLEANS,LA,70117,504-518-0300,1106 - GROCERY (EXC CONVENIENCE) STORES
3686558.18098071,540472.364709064,467470,SAVERS 2 INC,SAVERS 2,2440 N MIRO ST,,NEW ORLEANS,LA,70117,,1106 - GROCERY (EXC CONVENIENCE) STORES
3686561.6773648,535009.762117222,467471,SCHIRO'S SUPER FOOD STORE INC,SCHIRO'S SUPER FOOD STORE,2483 ROYAL ST,,NEW ORLEANS,LA,70117,504-945-4425,1105 - FULL SVC RESTAURANTS (TABLE SERVICE)
3666405.78099689,556216.911960065,467472,"CRESCENT CITY MARINE GROUP, INC.",SCHUBERT MARINE,126 S ROADWAY ST,,NEW ORLEANS,LA,70124,5042828136,1101 - CONVENIENCE STORES
